type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70
Type03, L, 275, 58.366247, 275.366777, 55.302588, 275.357286, 48.727550, 274.287636, 40.147193, 270.603009, 32.563502, 263.071898, 28.724774, 254.749319, 25.765097, 245.769495, 23.503100, 236.048798, 21.996073, 226.311372, 20.296528, 216.775426, 19.381441, 207.952544, 18.195040, 198.991044, 16.680409, 189.081969, 14.953196, 180.049186, 13.324227, 170.830686, 11.108293, 161.176123, 9.214401, 151.652709, 7.487503, 143.094440, 5.598109, 134.574964, 3.945363, 125.828007, 2.580758, 115.942677, 1.282457, 107.477039, 0.800309, 99.081693, 0.000000, 88.965063, 0.456975, 80.336090, 0.914435, 70.481766, 2.202986, 61.751271, 4.026460, 52.899928, 6.636046, 43.755835, 9.594572, 34.934041, 13.326526, 26.397230, 17.738179, 17.719987, 23.872344, 9.811721, 31.557950, 3.403619, 40.971263, 0.522437, 49.402219, 0.000000, 58.845310, 2.598010, 67.038029, 7.989602, 73.569427, 15.974443, 77.366291, 24.565379, 80.531919, 33.367827, 83.199083, 42.910462, 85.234080, 52.305663, 86.883589, 60.247263, 87.946026, 69.514199, 88.969780, 77.984309, 89.355935, 87.869008, 89.132435, 97.052560, 88.806638, 106.724687, 87.937917, 115.473499, 86.683652, 124.578380, 85.448764, 133.610941, 84.379737, 143.055503, 83.865765, 152.579663, 83.765317, 161.929454, 84.589019, 170.753613, 85.259698, 179.842341, 86.453942, 190.501854, 86.823003, 198.398642, 87.612513, 208.872498, 87.910830, 217.245904, 88.856550, 227.263687, 89.364164, 236.055308, 88.994464, 245.404197, 87.328158, 254.110251, 83.307106, 262.845691, 76.389329, 270.048968, 67.388557, 274.410470, 61.334951, 274.936150, 59.256802, 275.752104
Type03, L, 280, 65.859609, 279.663426, 68.924074, 278.964716, 75.255237, 277.263119, 82.897313, 270.094722, 87.735646, 261.309135, 89.814481, 252.043671, 90.519403, 242.855556, 89.967088, 233.452956, 89.602921, 224.362910, 89.101884, 214.364224, 88.987596, 205.528423, 88.217906, 196.034276, 87.720141, 186.399210, 86.828973, 176.929783, 86.220410, 167.358917, 85.985110, 158.005678, 85.745029, 148.348894, 86.370278, 138.858427, 87.363283, 129.321024, 88.657703, 120.212284, 89.771888, 110.605182, 90.239898, 102.185375, 90.317575, 91.698023, 89.979592, 83.052416, 89.199619, 73.168860, 87.986280, 63.203238, 86.665415, 54.253405, 84.808049, 44.470765, 83.041487, 35.357931, 80.397127, 25.726677, 76.823840, 17.078108, 70.447698, 8.709932, 62.014451, 2.883228, 52.784028, 0.000000, 43.538193, 0.111900, 34.256412, 3.269996, 25.857936, 8.722683, 19.185695, 16.935937, 14.265845, 25.369204, 10.136864, 34.604608, 6.965280, 43.202598, 4.237787, 53.004330, 2.209462, 61.883949, 1.053256, 71.131038, 0.181649, 79.800317, 0.000000, 89.107935, 0.459332, 99.205591, 1.108367, 107.811923, 2.307890, 117.827985, 4.088181, 127.828162, 5.794714, 138.000212, 7.981591, 147.360653, 9.655057, 155.090488, 11.955084, 165.173435, 13.870002, 174.520955, 15.826016, 182.932472, 17.156962, 191.320562, 18.990198, 201.306271, 20.269826, 210.992319, 21.049419, 220.090337, 22.011691, 230.151890, 23.182215, 238.117319, 24.953660, 247.480717, 27.882833, 256.876587, 31.917674, 265.706775, 38.739692, 273.791326, 47.463953, 278.625847, 56.716689, 280.462607, 62.425465, 280.234524, 66.498447, 280.199185
Type04, L, 230, 54.740877, 230.279951, 52.137545, 230.159915, 47.096194, 230.163418, 39.128955, 227.753357, 31.828217, 223.102235, 26.644488, 215.710514, 24.229681, 208.403457, 22.431851, 200.243807, 21.259452, 192.061338, 20.114101, 184.834881, 18.885906, 176.662228, 17.433043, 168.839066, 16.014720, 160.974665, 14.580620, 153.269608, 12.822429, 145.365494, 11.317357, 137.581549, 9.490618, 129.964242, 7.894189, 122.257279, 6.292738, 114.504478, 4.438084, 106.749398, 2.933755, 99.377096, 1.417495, 91.261523, 0.479449, 83.236510, 0.000000, 75.397335, 0.196371, 68.003313, 1.029128, 59.568207, 2.717581, 51.773099, 4.582493, 44.087245, 7.459888, 36.429200, 10.469139, 28.793959, 14.477500, 21.375682, 19.079768, 14.513977, 25.013403, 8.195229, 31.884293, 3.237413, 39.787360, 0.596792, 47.520553, 0.000000, 55.093269, 1.106568, 63.151382, 4.230260, 69.853006, 9.139214, 75.105999, 16.087350, 78.254169, 23.592603, 80.499852, 31.369605, 81.461671, 39.302626, 81.934404, 47.167517, 81.795795, 55.185773, 80.908713, 63.120036, 80.326680, 71.000673, 79.276129, 79.253927, 78.590693, 86.385576, 77.919571, 94.560371, 77.363416, 102.148979, 76.994470, 109.892389, 76.585895, 117.736250, 76.440781, 125.785372, 77.088078, 133.466953, 78.109174, 141.054975, 78.970201, 149.307448, 79.780852, 156.678626, 80.395331, 164.211600, 81.024869, 172.337176, 81.407567, 180.286913, 81.771869, 188.077824, 81.828457, 195.652089, 81.338055, 203.580576, 79.692552, 211.366988, 76.405477, 219.201404, 70.306234, 225.248512, 62.536108, 228.714611, 57.974769, 229.776219, 54.069570, 230.377949
Type04, L, 235, 55.773226, 235.393452, 52.976513, 235.287897, 47.939978, 235.273244, 39.767525, 232.482119, 33.140822, 227.298845, 27.926721, 220.045333, 24.882481, 212.600187, 22.340482, 205.484201, 20.727006, 197.670288, 19.543143, 189.626899, 18.411624, 181.597099, 17.421395, 174.118061, 16.163730, 166.141273, 14.515484, 158.151386, 13.048693, 150.443903, 11.212033, 142.215254, 9.607071, 134.375086, 7.777572, 126.516924, 6.146724, 118.347047, 4.521965, 110.987261, 2.999607, 102.500897, 1.606307, 94.781083, 0.696637, 86.759134, 0.000000, 78.753755, 0.131189, 70.773679, 0.410862, 63.044724, 1.889915, 55.057440, 3.413826, 47.244933, 5.853903, 39.615426, 8.794184, 31.763830, 12.352934, 24.111735, 16.918809, 17.069538, 22.376875, 10.104670, 29.203673, 4.844334, 36.952480, 1.275014, 44.829013, 0.000000, 53.062878, 0.920140, 60.808442, 4.073972, 67.583022, 9.537495, 72.889910, 16.530772, 76.217498, 23.568910, 79.013827, 31.695830, 80.630198, 39.060112, 81.575794, 46.730891, 82.270308, 55.104399, 82.424153, 62.837106, 82.120865, 71.121743, 81.410600, 78.873684, 80.620894, 87.209813, 79.551074, 95.257531, 78.759659, 103.220220, 77.654810, 111.489821, 77.355038, 120.040087, 76.979691, 127.732321, 77.285639, 135.848152, 77.775867, 144.317287, 78.513302, 152.048995, 79.279306, 159.823646, 80.268387, 167.853703, 81.153853, 175.907228, 81.817632, 184.004560, 82.479545, 192.332633, 82.248362, 200.504583, 81.660406, 208.259321, 79.941205, 216.505809, 76.753174, 223.997349, 70.612463, 230.755602, 63.233305, 234.080119, 58.351021, 235.292744, 55.656776, 235.125091
Type04, L, 240, 58.584358, 240.317642, 55.647386, 240.519164, 50.213933, 239.098889, 42.331060, 235.975621, 35.076661, 230.958578, 29.956272, 223.723884, 26.700468, 215.667263, 24.534489, 207.710662, 22.715912, 199.075841, 21.383424, 190.971371, 20.110731, 182.787716, 19.025846, 174.975243, 17.250497, 166.969107, 15.690747, 158.635410, 14.237201, 151.287623, 12.621353, 142.997139, 11.066654, 135.383639, 9.147787, 126.892691, 7.783366, 118.351180, 5.893486, 111.474613, 4.651520, 102.295701, 2.902681, 94.948474, 1.576637, 86.638528, 0.519823, 78.847246, 0.000000, 70.511282, 0.542270, 62.797952, 1.778597, 54.749123, 4.237109, 46.706838, 6.917699, 38.811202, 10.155174, 31.033141, 13.826039, 23.235129, 18.046940, 15.852410, 23.924004, 9.109239, 31.170717, 4.242571, 39.224940, 1.417007, 47.324387, 0.000000, 55.335819, 0.547630, 63.105812, 4.455461, 69.857659, 10.450672, 74.966364, 17.774147, 78.384538, 25.320532, 80.991212, 33.309061, 82.526755, 41.955094, 83.633957, 49.387854, 84.000299, 58.488411, 84.283005, 65.804952, 83.869513, 73.771554, 83.641567, 82.106748, 82.352720, 90.181316, 81.598347, 98.160664, 80.363803, 106.460424, 79.566548, 114.497743, 78.932130, 122.698874, 78.834279, 130.673280, 79.134960, 138.623320, 79.778895, 146.682104, 80.658040, 155.039384, 81.478252, 163.014953, 82.217241, 170.773424, 82.881253, 178.707220, 82.775134, 186.741766, 83.255452, 195.002840, 84.188619, 203.257885, 84.349875, 210.899458, 82.476706, 218.494006, 79.031965, 226.276060, 73.834742, 233.492145, 67.094656, 238.672127, 61.087291, 240.049609, 59.164571, 240.353213
Type04, L, 245, 58.363315, 245.443453, 55.397694, 245.331131, 49.892722, 244.907539, 41.718137, 241.875210, 34.393328, 236.260602, 29.633017, 228.877537, 27.039280, 221.163170, 24.854756, 212.977650, 23.419020, 204.690890, 22.431377, 196.579360, 21.265817, 188.178504, 19.995948, 179.751425, 18.655806, 171.952083, 16.851298, 163.510573, 15.227563, 155.290367, 13.164356, 147.219464, 11.462653, 138.799983, 9.279220, 130.687997, 7.412290, 122.684642, 5.697739, 114.673947, 3.730009, 106.447073, 2.130494, 98.385471, 0.874335, 89.730931, 0.000000, 81.284019, 0.124586, 73.168085, 0.911487, 64.911051, 2.423516, 56.480432, 4.360740, 48.893535, 7.035824, 40.467119, 9.841609, 32.459737, 13.175509, 24.338261, 17.122788, 16.576689, 22.988974, 9.515709, 30.504421, 4.311317, 38.508467, 1.226580, 46.376939, 0.000000, 54.940120, 1.245790, 62.803030, 4.969779, 69.773795, 10.950347, 75.130857, 17.890932, 78.651033, 26.033877, 81.052096, 33.935557, 83.163883, 41.720831, 86.316817, 50.112059, 85.913376, 57.817217, 85.754995, 66.686994, 85.100538, 75.036519, 83.818710, 83.481054, 82.455580, 91.483878, 81.147090, 100.468060, 80.353232, 107.834355, 79.859299, 115.982976, 79.630077, 124.770650, 79.942778, 132.928465, 80.384149, 141.827077, 80.831450, 149.006495, 81.723610, 157.946180, 82.511497, 166.970790, 83.463489, 174.613164, 84.184146, 183.980622, 85.070008, 191.691116, 85.581956, 200.456443, 86.030671, 208.393515, 85.842273, 216.608688, 84.436667, 224.974062, 80.549439, 232.748685, 73.892938, 239.730176, 66.622233, 243.384186, 60.709840, 244.999189, 59.174315, 245.220509
Type04, L, 250, 61.473590, 250.352008, 59.047275, 250.224642, 52.999464, 249.885218, 44.834291, 246.190380, 37.491715, 240.261205, 31.842240, 232.771894, 28.562790, 224.627220, 26.058209, 215.816589, 24.945449, 207.463014, 23.926812, 198.350135, 22.832620, 189.217845, 21.265876, 180.775428, 19.706065, 172.559693, 17.713747, 163.979151, 15.650540, 155.592425, 13.595226, 147.716932, 11.403153, 139.292144, 9.206804, 131.136731, 7.144488, 122.763039, 5.209653, 114.819914, 3.218964, 105.703560, 1.929140, 98.132340, 0.668650, 88.990296, 0.000000, 80.117439, 0.281373, 71.658424, 1.339300, 63.301648, 3.221052, 54.720021, 5.579942, 46.463900, 8.507267, 38.308372, 11.742820, 29.957584, 15.602947, 22.007948, 20.415566, 14.165119, 27.090956, 7.640701, 34.965577, 3.239439, 43.130812, 0.750109, 51.152968, 0.000000, 59.894706, 1.559422, 67.763261, 5.878383, 74.562557, 12.320040, 79.657228, 19.565679, 83.352614, 27.558974, 86.483793, 35.978574, 88.405401, 44.711835, 89.334084, 52.287915, 89.799911, 61.381007, 89.642203, 69.608411, 89.042366, 78.344024, 88.027933, 86.241458, 86.896969, 94.655885, 85.740876, 103.294868, 84.565569, 111.618720, 83.838733, 120.047352, 83.330256, 128.661105, 83.131120, 137.783412, 83.436516, 145.512924, 84.442860, 154.772771, 85.519907, 163.089796, 86.547196, 172.168247, 87.345468, 180.120019, 87.827786, 188.168063, 88.537474, 195.648585, 89.486743, 204.659932, 89.764573, 213.583622, 89.541713, 221.765915, 87.767388, 229.834094, 84.570306, 238.311153, 77.825631, 245.227347, 69.817069, 248.863633, 64.104644, 250.209356, 61.753859, 250.025595
Type04, L, 260, 58.584301, 260.497025, 55.725379, 260.037830, 49.790089, 259.389631, 41.304848, 255.203997, 34.289744, 248.533192, 30.274161, 240.199468, 27.513599, 231.697183, 25.838746, 222.907735, 24.214804, 214.336387, 23.006507, 205.668929, 21.677167, 196.932250, 20.289870, 187.949128, 18.724161, 179.481414, 16.943272, 170.330766, 15.190385, 162.330223, 13.170983, 153.069636, 11.117281, 144.934660, 9.106113, 135.995379, 7.144465, 127.531995, 5.244803, 118.646751, 3.343046, 109.939228, 1.627633, 101.422140, 0.497346, 92.560404, 0.014352, 84.312682, 0.000000, 74.977881, 1.547556, 66.573193, 2.971783, 58.060356, 5.573662, 49.402851, 8.437935, 40.634566, 11.546952, 32.295917, 15.217832, 23.806093, 20.030971, 15.860640, 26.449303, 8.415151, 34.521950, 3.599973, 42.733544, 0.947586, 51.740492, 0.000000, 59.972313, 1.943896, 68.488182, 6.146260, 75.053134, 13.606130, 79.422869, 21.620782, 83.021111, 29.588471, 85.987119, 38.610739, 87.707053, 46.738514, 89.089055, 55.795944, 89.360442, 63.848220, 89.125478, 73.184305, 88.089834, 81.818691, 86.853147, 90.366089, 85.458598, 98.925064, 84.218016, 107.638149, 83.111819, 116.228865, 82.363003, 125.082836, 82.048826, 133.911481, 82.182618, 142.458393, 82.746131, 151.871317, 83.235773, 160.604500, 84.350825, 169.919354, 85.165478, 178.402766, 86.281663, 187.500762, 87.383798, 195.848096, 88.275081, 205.037310, 89.090639, 214.100263, 89.480287, 223.224257, 88.822136, 232.166236, 86.880017, 240.635687, 82.440264, 248.986139, 75.573270, 256.090517, 67.091361, 259.647395, 61.394921, 260.408377, 59.217507, 260.008590
Type04, L, 265, 59.615971, 265.448851, 56.634995, 265.435930, 50.906096, 264.723702, 42.306272, 261.747156, 34.580022, 255.226948, 30.108330, 246.820159, 27.120964, 238.159959, 25.248694, 229.440862, 23.440510, 219.894990, 22.331888, 211.145781, 21.261574, 202.136550, 20.140924, 193.154771, 18.591242, 184.000710, 16.922873, 174.616357, 15.226155, 166.592033, 13.345965, 157.141108, 11.310640, 148.626754, 9.549805, 139.587099, 7.358690, 130.874012, 5.675430, 122.288386, 3.815876, 113.423687, 2.227484, 104.311417, 0.886669, 95.733190, 0.000000, 86.721126, 0.177701, 78.181486, 0.881142, 68.653215, 2.764106, 60.096861, 4.807205, 51.447457, 7.657863, 42.673662, 10.731984, 34.058063, 14.217169, 25.455357, 18.739258, 16.967999, 24.579523, 9.439563, 32.856790, 3.747082, 41.347629, 0.924585, 50.350252, 0.000000, 59.412758, 1.896945, 68.020595, 5.997799, 74.957805, 13.518349, 79.659008, 21.537462, 83.127221, 30.236915, 85.542005, 39.061464, 87.470591, 47.928833, 89.194630, 56.519914, 90.048474, 64.955349, 90.042879, 74.046812, 89.253245, 82.911257, 88.206155, 91.784822, 87.161141, 100.393842, 86.153353, 109.057331, 85.191326, 118.144220, 84.672655, 127.210391, 83.922389, 135.985215, 84.176280, 145.096363, 84.189361, 153.885379, 84.713607, 162.668899, 85.658195, 171.299899, 86.605399, 180.468067, 87.639226, 189.432402, 88.540223, 198.277052, 89.547035, 207.290284, 89.880832, 216.395391, 90.035788, 225.713670, 89.277248, 234.649591, 87.382472, 243.952263, 83.977689, 252.641763, 77.566000, 260.452269, 68.430353, 264.121262, 63.379822, 265.276864, 58.590768, 265.283767
Type04, L, 270, 62.559531, 270.425205, 59.251205, 270.480567, 53.013996, 270.007292, 44.309083, 266.557671, 36.316051, 260.184872, 31.449222, 251.735277, 28.466121, 243.180526, 26.509417, 234.491942, 25.114699, 225.042336, 23.395350, 216.068551, 22.064027, 207.100943, 20.469737, 197.705472, 18.940101, 188.914612, 17.310143, 179.877601, 15.481938, 170.799182, 13.569660, 161.654150, 11.667019, 152.731931, 9.750995, 143.802007, 7.762637, 134.552624, 5.815473, 125.506957, 3.745458, 116.234086, 1.870892, 106.935334, 0.470811, 97.984516, 0.000000, 88.979641, 0.576110, 80.096540, 2.092631, 71.090241, 3.611552, 61.895924, 5.204600, 53.195961, 7.481454, 43.657775, 10.478625, 34.983541, 14.640477, 26.222742, 19.855547, 18.060915, 26.553118, 10.399691, 34.560656, 4.574835, 43.196803, 0.922936, 52.595234, 0.000000, 61.342609, 1.428833, 70.581552, 5.507351, 77.200178, 13.070356, 81.585012, 21.236970, 85.271210, 29.534205, 88.205894, 38.736397, 90.022935, 47.687251, 91.306852, 56.803553, 91.397963, 65.888517, 90.954518, 74.809810, 89.839010, 84.379325, 88.463303, 93.156883, 87.198046, 102.213574, 86.121197, 111.483727, 85.272063, 120.131220, 84.762753, 128.817640, 84.263556, 137.671856, 84.288743, 147.113566, 84.566230, 156.153469, 85.313275, 165.160207, 86.224475, 174.367553, 87.428629, 183.406574, 88.685369, 192.063198, 89.706034, 201.176056, 90.770145, 210.510588, 91.261827, 219.681649, 91.468836, 228.838724, 90.767990, 237.402847, 89.087060, 246.408948, 85.997889, 255.365270, 80.297289, 263.707322, 71.477144, 268.817910, 65.689392, 270.030186, 62.482891, 270.169470
Type04, L, 280, 63.985600, 280.506635, 60.747639, 280.417542, 54.163982, 279.816323, 44.914991, 276.698691, 36.984638, 269.973397, 31.873517, 261.254838, 28.573465, 252.163456, 26.289070, 242.946298, 24.375168, 233.102434, 22.857732, 223.671717, 21.730209, 214.393437, 20.295567, 204.656032, 18.730902, 195.649232, 17.053882, 185.999355, 14.920666, 176.601766, 13.140458, 167.330132, 11.076559, 158.587808, 9.254905, 149.228161, 7.210056, 139.904364, 5.482238, 131.131080, 3.854944, 121.845945, 2.111451, 112.785697, 0.954214, 102.363851, 0.069779, 93.561179, 0.000000, 83.405449, 0.903077, 73.876698, 2.454703, 64.687173, 4.785961, 55.685810, 7.996434, 46.011899, 10.974488, 37.116476, 14.942948, 28.121536, 19.261132, 19.263562, 25.858262, 11.049124, 34.024978, 4.824191, 43.200239, 1.458405, 52.463954, 0.000000, 62.071396, 1.241131, 71.296315, 5.599255, 78.419724, 13.385521, 83.567726, 21.917205, 87.626661, 30.782518, 90.567609, 40.082548, 92.476329, 49.241018, 93.523372, 57.892984, 93.746907, 67.823676, 93.764267, 76.987964, 92.901983, 86.848497, 92.188518, 95.913872, 90.977383, 104.926828, 89.958917, 114.316533, 88.970062, 124.093191, 88.018101, 133.255114, 87.309246, 142.552439, 87.169105, 152.004342, 87.140069, 161.368640, 87.667570, 170.648808, 88.624093, 180.479987, 89.574435, 190.027924, 90.662872, 199.175082, 91.639063, 208.658254, 92.797368, 217.799724, 93.537225, 227.053172, 93.860535, 237.438682, 93.414738, 246.695143, 91.904720, 256.560286, 89.126153, 265.058935, 82.582745, 273.672942, 73.928183, 278.411270, 67.415820, 280.231355, 64.061172, 280.024558
Type05, L, 240, 54.992357, 240.301450, 52.296817, 240.131457, 46.881012, 239.760743, 38.878734, 236.034201, 32.431629, 230.184747, 28.198044, 222.639441, 25.713054, 214.906801, 23.633957, 206.754530, 22.258681, 198.665559, 20.882211, 190.375272, 20.135316, 182.213654, 19.282958, 173.655156, 18.653952, 165.005333, 17.513039, 156.881304, 16.163554, 148.594172, 14.223159, 141.024922, 11.842113, 132.962715, 8.774222, 125.326999, 6.266529, 117.843524, 3.315933, 109.877673, 1.519971, 102.182937, 0.341437, 93.938704, 0.000000, 85.287396, 0.308325, 77.141650, 1.417362, 69.361511, 3.200774, 60.942474, 5.144229, 53.137552, 7.887519, 45.113123, 10.769562, 37.270313, 14.441818, 29.545030, 18.207891, 21.901270, 23.418588, 14.727121, 29.356536, 8.446906, 36.695775, 3.519433, 44.320698, 0.896953, 53.026507, 0.000000, 61.135614, 1.561087, 68.430067, 6.872547, 72.127444, 14.667388, 74.975538, 22.199211, 77.615400, 30.299260, 80.317778, 37.705642, 82.164219, 45.730775, 83.253020, 53.112909, 83.436862, 61.233748, 82.511183, 69.243792, 81.061647, 77.407993, 79.068861, 85.297109, 76.647308, 93.455490, 74.420249, 101.191107, 72.356798, 109.537400, 70.858952, 117.349556, 70.351754, 125.310303, 70.746429, 133.894130, 71.513471, 141.223868, 72.713022, 149.336886, 74.379636, 157.476475, 75.986895, 165.053028, 78.069138, 173.112179, 79.855094, 180.925846, 81.733224, 189.228080, 82.948145, 196.772268, 83.524534, 205.011908, 82.589187, 213.035470, 80.728822, 221.109252, 76.944245, 228.976491, 70.716730, 235.422624, 62.922270, 238.803304, 57.594328, 240.431225, 55.541993, 239.682256
Type05, L, 260, 57.805256, 260.318659, 55.262242, 259.847843, 49.510670, 259.179594, 41.499564, 254.537173, 35.305723, 246.850023, 31.876445, 238.841451, 29.271588, 230.152282, 27.293906, 222.146708, 25.594500, 213.254167, 24.388126, 203.907614, 23.513141, 195.273623, 22.505862, 186.419213, 21.695722, 177.908536, 20.478961, 169.428892, 18.920257, 160.257795, 16.490704, 151.888695, 14.044171, 142.819035, 11.074167, 134.578953, 8.454370, 126.254887, 5.536861, 117.696490, 3.209960, 109.437324, 1.336264, 100.673513, 0.055497, 91.509736, 0.000000, 82.514323, 0.382196, 74.550031, 1.861879, 66.055476, 3.719892, 57.395602, 6.127489, 48.889727, 9.098147, 40.476969, 12.674358, 31.998779, 16.553078, 23.645776, 20.623205, 15.456027, 26.819554, 7.964928, 34.520034, 3.044193, 43.070255, 0.324547, 51.516770, 0.000000, 59.878840, 2.105884, 67.913094, 7.691599, 73.544745, 15.440797, 76.534315, 23.530249, 79.560314, 32.445909, 82.095626, 40.885945, 84.312263, 49.481116, 85.929542, 58.245777, 86.830214, 67.477523, 86.905564, 75.889593, 86.093835, 85.707859, 84.473338, 93.594887, 82.764969, 102.461250, 80.597542, 110.622526, 78.409891, 119.595733, 76.836388, 127.587580, 75.233754, 136.450963, 74.932467, 144.404433, 75.130564, 153.432884, 76.177083, 162.758062, 77.601899, 171.511254, 79.373528, 179.992510, 81.335205, 188.275377, 83.035694, 197.015481, 84.917383, 205.572645, 86.288034, 213.652768, 87.036339, 222.609339, 86.766055, 230.791102, 85.162517, 239.519004, 81.541042, 247.804651, 75.481449, 255.367351, 66.669768, 258.901126, 61.296404, 260.428955, 56.971364, 259.637680
Type05, L, 280, 63.696789, 280.261972, 66.843870, 280.015172, 73.133942, 278.508579, 81.773772, 273.190564, 88.250381, 264.707453, 91.466340, 255.564539, 92.614189, 246.492693, 91.850203, 236.904070, 90.906252, 227.988343, 89.191532, 218.193543, 87.572275, 209.395876, 85.715522, 199.972943, 83.628094, 190.735126, 81.933003, 181.662577, 80.199753, 172.679149, 79.214836, 163.133541, 78.788697, 153.448391, 79.372816, 144.203476, 80.762860, 134.717165, 82.576420, 125.489769, 85.068748, 116.248483, 87.702515, 107.125653, 90.010057, 98.154225, 91.763384, 88.504010, 92.420045, 79.539152, 91.961905, 69.811253, 90.523956, 59.731437, 88.639305, 50.767332, 86.260323, 41.889399, 83.644849, 32.530201, 81.764451, 23.673415, 77.833663, 14.604437, 71.603091, 6.383925, 62.427553, 0.864711, 53.641082, 0.000000, 43.293558, 0.806832, 34.568278, 4.876259, 26.563465, 11.626974, 20.564007, 19.978016, 15.808478, 28.610580, 11.988220, 37.919461, 8.448830, 46.768177, 5.482821, 56.125841, 3.065440, 65.380742, 1.458416, 74.583050, 0.041434, 84.077644, 0.000000, 93.861099, 0.049893, 103.027762, 1.843132, 112.657205, 3.482885, 121.685881, 6.366259, 131.020184, 8.964610, 139.070012, 12.056663, 148.826672, 14.980984, 157.785407, 17.607908, 167.262047, 19.410867, 176.292665, 21.445273, 186.286200, 22.851616, 195.210119, 24.145326, 205.032456, 24.920533, 214.093310, 26.064518, 222.588339, 27.075227, 231.818652, 28.526739, 240.356793, 30.451329, 249.884684, 33.635641, 258.776210, 38.027973, 267.714922, 45.558829, 275.191886, 54.378155, 279.613002, 60.951778, 280.121712, 63.198210, 280.454775
Type05, L, 290, 67.720127, 290.595410, 64.875474, 290.553908, 58.397201, 290.345617, 49.163423, 285.980398, 41.190519, 278.289628, 36.451043, 269.484495, 32.856778, 260.050105, 30.629435, 250.267684, 28.373218, 241.029759, 26.934907, 231.452609, 25.414488, 221.386290, 24.368409, 211.885028, 23.177162, 201.980385, 22.084863, 192.264795, 20.320535, 182.506851, 18.400050, 172.821563, 15.719265, 163.623502, 12.709669, 153.931317, 9.640216, 144.171081, 6.472048, 134.674890, 3.697172, 124.857567, 1.756053, 115.723239, 0.399327, 105.349297, 0.000000, 97.286512, 0.440347, 85.994296, 1.601430, 76.582385, 3.703770, 66.830830, 5.923262, 57.484369, 9.084171, 48.181116, 12.482363, 38.774551, 16.378778, 29.220173, 21.357856, 20.488350, 27.597250, 11.890433, 35.984035, 5.281796, 45.402637, 1.477618, 55.029438, 0.000000, 64.242951, 2.294383, 73.674256, 6.981398, 80.869990, 15.422394, 85.020723, 24.313640, 88.404750, 33.840877, 90.762758, 42.948126, 92.942562, 52.839041, 95.034013, 61.946441, 96.507047, 72.780162, 97.287477, 80.981996, 96.938183, 91.735427, 95.306608, 100.755678, 92.845009, 110.453268, 90.050945, 119.845678, 87.394571, 129.168473, 85.029324, 139.155599, 83.550698, 147.951631, 82.500274, 158.269225, 82.860371, 169.867247, 83.847354, 179.181263, 85.726847, 188.887253, 87.575824, 198.684869, 89.757881, 208.017479, 91.990841, 217.484193, 94.053496, 227.319753, 95.891200, 236.383616, 97.002999, 247.026418, 97.298221, 256.466942, 96.171921, 266.323008, 93.489498, 275.135512, 86.487353, 284.115667, 77.281431, 288.572934, 70.917770, 290.397779, 67.338855, 290.312147
