type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50
Type03, L, 235, 53.282425, 235.676679, 49.547622, 235.679656, 42.085614, 234.923008, 31.560264, 229.044613, 24.689031, 218.642744, 21.047815, 208.048702, 18.813653, 196.702374, 17.326888, 185.424480, 16.035842, 174.182589, 14.559033, 162.622842, 12.456087, 151.737473, 10.233665, 140.397053, 7.344344, 129.105033, 5.129687, 118.332371, 2.805088, 107.045909, 1.062307, 95.475229, 0.068985, 84.269455, 0.000000, 73.120269, 0.912568, 61.129815, 2.460096, 50.347999, 5.427754, 38.810377, 9.623338, 28.281296, 15.610385, 17.856921, 23.591190, 8.761278, 33.095576, 1.855700, 45.077203, 0.000000, 56.043035, 3.232467, 65.508128, 11.313896, 71.803768, 21.587362, 75.599876, 32.572882, 77.870844, 43.616523, 78.952329, 54.898767, 79.642214, 66.381077, 79.527721, 77.701938, 78.895392, 89.183077, 77.613600, 100.632332, 76.393176, 111.716198, 75.381763, 123.438508, 74.893091, 135.084259, 75.145248, 146.720654, 75.700939, 158.467573, 76.587540, 170.080744, 77.825038, 180.719224, 78.894268, 191.920474, 79.813270, 202.719416, 78.798488, 214.293028, 73.976011, 224.645348, 65.012359, 233.723820, 57.086386, 235.496502, 53.211806, 235.418407
Type03, L, 245, 53.651819, 245.495184, 49.202958, 245.097774, 41.815426, 244.188214, 30.800291, 236.637744, 24.946495, 225.589403, 21.463144, 214.592718, 18.983518, 201.763716, 17.745164, 189.884225, 16.066902, 178.394702, 13.985993, 166.477486, 11.579782, 154.809967, 9.208237, 143.031088, 6.591946, 130.742502, 4.216690, 118.757480, 2.309291, 106.945069, 0.745709, 95.200396, 0.056146, 83.186254, 0.000000, 71.521295, 1.275346, 59.250861, 3.737821, 47.887336, 7.431259, 36.550738, 12.167573, 25.511466, 18.224177, 14.904476, 26.712395, 5.135339, 38.232363, 0.599067, 50.314270, 0.000000, 61.519126, 5.408795, 70.495281, 14.940303, 75.810363, 25.998687, 78.572441, 37.598188, 80.591793, 49.863818, 81.615759, 61.146159, 82.821901, 72.590299, 82.809519, 84.701276, 81.650827, 96.281899, 79.555132, 107.851877, 77.462903, 119.121211, 76.334340, 130.972774, 76.381834, 142.897951, 77.306960, 154.829830, 78.600817, 166.146982, 80.340972, 177.627873, 81.496204, 189.010226, 82.823905, 201.155160, 82.796727, 212.867806, 81.415091, 224.308769, 75.958444, 235.974232, 65.673815, 244.119385, 57.574924, 244.965418, 53.625086, 245.488881
Type03, L, 250, 52.545665, 250.536909, 48.378449, 250.187033, 40.704312, 249.027960, 29.312138, 241.173888, 23.530037, 229.846863, 20.728751, 218.203897, 18.694939, 206.499194, 17.013327, 194.145570, 15.029527, 181.865741, 13.443736, 169.987322, 11.094798, 157.148506, 9.217812, 145.475013, 6.869044, 133.045911, 5.092398, 121.415922, 3.289628, 109.651620, 1.537073, 96.883348, 0.445069, 84.899568, 0.000000, 73.210013, 0.796257, 61.446347, 2.833686, 49.304284, 6.464124, 37.235476, 11.671236, 25.911743, 18.498029, 14.803449, 27.965316, 5.365413, 39.651425, 0.000000, 50.897224, 0.769563, 62.921194, 5.981444, 72.015643, 16.137913, 76.452523, 27.927647, 79.797936, 39.480089, 82.024587, 51.599406, 83.343799, 64.167487, 83.569958, 75.390746, 83.166938, 87.324027, 82.086433, 98.505433, 80.639577, 111.182391, 79.276690, 122.913819, 79.159896, 134.480557, 79.376496, 146.297367, 79.731921, 157.668311, 79.981764, 169.880287, 80.327656, 181.257777, 80.792175, 193.784326, 81.696094, 205.685332, 82.111235, 217.398232, 80.647293, 228.861027, 75.643691, 240.785118, 64.470616, 249.159788, 56.763566, 249.898249, 53.035929, 250.879781
Type03, L, 255, 55.966186, 255.667182, 51.746937, 255.613603, 43.910903, 254.786482, 31.935238, 248.722376, 24.004905, 237.711304, 20.980719, 225.821958, 18.539145, 212.988988, 16.759936, 201.324397, 14.894510, 188.191654, 13.451116, 177.662499, 11.316577, 163.936204, 9.679630, 152.876111, 7.881210, 140.559740, 5.678265, 127.954436, 3.790144, 116.422402, 1.972462, 104.554700, 0.332471, 91.265085, 0.000000, 79.258159, 0.411317, 67.472629, 2.394170, 54.947669, 5.496329, 43.033439, 10.026236, 31.205689, 15.926026, 19.882816, 23.525070, 9.207092, 34.409421, 1.794531, 47.350374, 0.000000, 58.976158, 2.525224, 69.914112, 11.289164, 75.896878, 22.363632, 79.459919, 34.698113, 82.154263, 47.108338, 83.418134, 59.631380, 83.879459, 72.294656, 83.475075, 84.691412, 82.689503, 96.766132, 81.426904, 109.659329, 80.279551, 121.854693, 79.513024, 134.557722, 79.218794, 146.853669, 79.386208, 158.695337, 80.217710, 171.489252, 81.151244, 184.234101, 82.218414, 196.021650, 83.380923, 207.792251, 84.025140, 219.994038, 82.590889, 232.380448, 78.119349, 244.554942, 68.101190, 253.469146, 59.596247, 255.062213, 55.602217, 255.985520
Type03, L, 260, 53.992280, 260.611539, 49.256260, 260.296482, 41.651315, 258.576493, 30.133591, 250.479630, 23.594487, 238.959591, 21.212944, 226.096241, 20.323072, 213.924926, 19.263464, 201.699809, 17.505757, 189.051955, 15.499576, 176.918054, 13.268541, 163.779470, 10.818596, 151.343293, 8.492912, 138.283688, 6.046560, 125.597188, 3.424471, 112.570766, 1.347160, 99.811336, 0.105064, 87.072502, 0.000000, 74.621579, 1.477977, 62.326822, 4.400483, 50.373662, 8.512580, 38.479337, 13.748342, 26.855136, 20.267697, 15.485987, 29.629109, 5.494823, 41.692689, 0.676106, 54.319965, 0.000000, 66.334450, 5.332939, 74.834067, 16.365619, 79.697669, 28.119848, 82.796075, 40.589751, 84.557909, 52.739417, 85.134512, 65.609290, 84.982277, 77.535533, 84.344128, 90.172824, 83.533732, 101.826591, 82.581695, 114.456637, 81.821065, 126.594192, 81.241253, 139.415266, 81.186277, 151.950138, 81.513566, 164.079773, 82.107954, 176.356249, 82.887958, 188.788939, 83.892172, 200.938697, 84.466321, 213.200752, 85.367356, 225.657133, 84.176069, 238.302544, 77.817530, 249.647809, 66.584909, 258.332796, 58.471181, 260.152344, 53.488609, 260.546673
Type03, L, 265, 51.946215, 265.289994, 47.624029, 264.996348, 39.517855, 263.494882, 27.775809, 255.400982, 21.364876, 244.075573, 19.179017, 231.050031, 17.662352, 218.145549, 16.472283, 205.762187, 15.287491, 192.907009, 13.453351, 179.805690, 11.820372, 167.499262, 9.668456, 155.361323, 7.506908, 141.643353, 5.541271, 129.493258, 3.393724, 116.622118, 1.694413, 104.070091, 0.498917, 91.683878, 0.000000, 79.263691, 1.333772, 66.091668, 3.515260, 53.899143, 7.604739, 41.481116, 12.576416, 29.729821, 18.429482, 18.336477, 26.652375, 6.524546, 38.432087, 0.278553, 52.101341, 0.000000, 64.453690, 3.440411, 74.596472, 13.631989, 78.424962, 26.401898, 82.050399, 38.381645, 84.691270, 51.457106, 86.289601, 64.469211, 87.171989, 78.062462, 87.043677, 90.371494, 86.790393, 103.450454, 85.546979, 115.788741, 84.376560, 129.240561, 82.947702, 141.645789, 82.316082, 154.678595, 82.030117, 167.072718, 82.622583, 179.831993, 83.016096, 192.366443, 83.849521, 205.918862, 83.944169, 217.726420, 83.984101, 230.792207, 82.670539, 243.254121, 76.694709, 254.808606, 64.680682, 263.368006, 56.579340, 264.804198, 51.612021, 265.056274
Type03, L, 270, 59.018873, 270.469312, 54.543932, 270.271659, 45.812215, 269.422313, 33.677125, 260.441008, 28.006846, 248.093287, 24.512230, 234.973744, 22.235365, 221.851880, 20.200948, 208.890796, 18.459867, 196.005475, 16.378416, 182.787639, 13.519195, 169.407037, 11.117817, 156.937589, 8.456095, 143.810236, 5.880073, 131.457386, 3.435873, 119.053309, 1.627263, 106.527864, 0.603172, 92.976058, 0.000000, 80.629747, 0.469281, 68.259240, 2.947512, 54.493414, 6.969828, 42.242409, 12.583990, 29.549706, 19.257565, 17.785524, 28.181084, 6.343156, 41.030009, 0.545001, 53.268222, 0.000000, 67.038883, 4.929879, 74.956142, 16.637772, 79.688563, 29.150376, 83.644973, 41.775799, 86.119301, 54.920074, 87.617436, 67.241955, 87.928238, 80.351156, 87.723318, 92.037187, 86.918549, 104.684720, 85.996534, 119.135941, 85.381449, 130.673592, 84.827031, 145.520750, 84.712862, 156.496259, 84.801422, 168.134011, 85.495389, 181.739744, 86.382082, 194.606033, 87.288517, 208.122132, 87.833104, 220.838093, 87.910174, 233.340246, 87.395863, 245.463781, 83.847457, 259.431559, 72.323409, 268.291273, 63.785856, 269.992339, 59.309262, 270.808845
Type03, L, 275, 58.254919, 275.471247, 53.630811, 275.123965, 44.837641, 274.032079, 32.846680, 264.670183, 27.527484, 252.432977, 23.884001, 239.207684, 21.548012, 224.958372, 19.508833, 211.894020, 18.269204, 199.338250, 15.763821, 185.270389, 13.571802, 172.682524, 10.387592, 158.675754, 7.926773, 145.564682, 5.256034, 134.164627, 2.973139, 120.373747, 1.254002, 107.977918, 0.190714, 95.378130, 0.000000, 81.824529, 0.997009, 68.511506, 3.041204, 56.045673, 6.640547, 43.024361, 11.136725, 30.592493, 17.121096, 18.393554, 25.874880, 6.754724, 38.791036, 0.361421, 51.264860, 0.000000, 64.473527, 5.163336, 74.072190, 16.592636, 78.870333, 28.667911, 82.951532, 42.315571, 85.818529, 55.158537, 87.614875, 67.105395, 89.074938, 80.048529, 89.165851, 93.621360, 88.696400, 107.151884, 87.303288, 119.745303, 85.361451, 132.748571, 83.950253, 146.014464, 83.505036, 159.961128, 84.446309, 171.904422, 85.852661, 186.437684, 86.892752, 199.123581, 87.503726, 212.678680, 88.569915, 225.795675, 89.425860, 239.109047, 88.142722, 251.783273, 82.896256, 264.338377, 71.423614, 273.734507, 62.268352, 274.992600, 58.971199, 275.567986
Type03, L, 280, 65.900254, 280.203681, 70.246282, 279.517653, 79.361490, 275.737591, 87.672640, 263.210746, 90.443396, 250.103680, 90.321515, 236.873269, 89.420950, 223.588367, 89.135943, 209.877626, 88.389843, 197.023939, 87.372648, 183.002150, 86.301026, 169.633995, 85.853862, 156.112501, 85.984138, 142.376633, 87.514579, 129.008076, 89.426537, 115.597819, 90.362413, 102.916779, 90.339305, 88.900237, 89.479459, 75.862670, 87.786979, 61.493115, 85.591956, 48.604032, 82.837725, 34.839204, 79.227679, 21.825614, 71.471170, 9.460364, 58.700939, 1.433665, 45.599852, 0.000000, 32.187355, 4.222284, 21.082516, 14.065146, 13.812139, 26.726789, 8.447727, 39.258630, 4.345806, 52.551707, 1.691327, 65.836204, 0.288379, 78.149803, 0.000000, 91.714131, 0.793420, 105.228511, 2.337585, 118.441277, 4.891857, 133.416297, 7.711384, 147.090632, 10.382491, 158.365694, 13.562082, 173.366231, 16.030754, 184.481452, 18.277853, 197.799764, 20.453950, 211.626082, 21.422281, 225.385449, 22.940093, 237.820578, 25.610673, 250.713465, 30.261870, 264.111882, 39.531900, 275.757821, 53.028162, 281.146244, 61.155923, 280.810065, 66.189915, 280.801096
Type04, L, 230, 54.801063, 230.458910, 51.091348, 230.391932, 43.909125, 230.089780, 32.394795, 224.462698, 25.480738, 214.007811, 23.002811, 202.963112, 21.069637, 191.243020, 19.612001, 180.730240, 17.489333, 168.994133, 15.556243, 158.143328, 13.223260, 146.879408, 10.889052, 135.774948, 8.440399, 124.993778, 6.156514, 113.753733, 3.631758, 103.070302, 1.501020, 91.948572, 0.191188, 80.183334, 0.000000, 69.749151, 1.373627, 57.833105, 3.865783, 46.883837, 7.594555, 35.978628, 12.331931, 25.045119, 18.712282, 15.057873, 27.143008, 6.036285, 38.179348, 0.751898, 49.123181, 0.000000, 60.338008, 2.679123, 70.781601, 9.467137, 77.114569, 19.856869, 80.529214, 30.886691, 81.865254, 42.123373, 82.020486, 53.547901, 80.911314, 64.696811, 79.760841, 76.419995, 78.556175, 86.977163, 77.674993, 98.403561, 77.101070, 109.119654, 76.446812, 120.581957, 76.794957, 131.693922, 78.378279, 142.648071, 79.519605, 154.090451, 80.517114, 164.384358, 81.291699, 176.238599, 81.792517, 187.217449, 81.976645, 198.212510, 80.572619, 209.366983, 76.285233, 220.730287, 65.962002, 228.268352, 58.954558, 229.658551, 54.695283, 230.629557
Type04, L, 235, 55.857856, 235.713173, 52.056988, 235.725652, 44.453389, 235.207822, 33.657830, 228.932436, 26.862051, 218.221394, 23.031603, 207.985621, 20.562781, 197.146620, 19.003373, 185.318109, 17.581018, 174.676308, 15.651389, 163.174507, 13.356083, 152.109129, 10.950417, 140.528220, 8.455821, 129.342010, 6.047136, 118.000633, 3.774163, 106.908227, 1.731829, 95.272089, 0.383377, 84.131046, 0.000000, 72.548420, 0.742714, 61.572683, 2.877745, 50.132533, 6.030206, 39.343114, 10.507413, 28.041180, 16.478077, 17.742279, 24.581791, 8.057830, 35.285023, 1.823798, 46.696439, 0.000000, 58.276948, 2.502193, 68.456864, 10.175932, 74.972005, 20.128328, 79.004727, 31.300298, 81.226079, 41.905125, 82.265516, 53.372151, 82.619744, 64.904654, 81.853637, 76.173903, 80.640221, 87.889847, 79.290329, 99.281207, 77.873477, 110.919118, 77.215795, 122.975660, 77.153973, 133.892788, 78.024185, 146.178703, 78.990333, 156.854304, 80.423427, 168.421915, 81.560678, 179.745018, 82.585737, 191.681322, 82.360485, 203.139956, 80.900382, 214.484206, 76.592905, 225.796921, 66.521922, 234.079376, 59.518618, 235.141077, 55.788388, 235.955722
Type04, L, 240, 58.630039, 240.855352, 54.433308, 240.968553, 46.925698, 238.593445, 35.742810, 232.880528, 28.609332, 222.041973, 25.093142, 210.661991, 22.528167, 198.606266, 20.687002, 186.863424, 19.123835, 175.734201, 16.607818, 164.051731, 14.520394, 152.878059, 12.329134, 141.817009, 9.826802, 130.070196, 7.505484, 118.283148, 5.265502, 107.338148, 3.090742, 95.334465, 1.040940, 84.435210, 0.000000, 72.534187, 0.538403, 61.510295, 3.264111, 49.904108, 7.169827, 38.692078, 11.961387, 27.517976, 17.546259, 16.731687, 26.196400, 7.191809, 37.525117, 2.214776, 49.092303, 0.000000, 60.488677, 2.605096, 70.644057, 11.428960, 77.043565, 21.753916, 80.945605, 33.318789, 83.123160, 44.827694, 84.120560, 56.868473, 84.233984, 67.885552, 83.892639, 79.378026, 82.493239, 91.086929, 81.061280, 102.516929, 79.567676, 114.230921, 78.846644, 125.798743, 78.970649, 137.080710, 79.970579, 148.611451, 81.175347, 160.454116, 82.380820, 171.435131, 82.978295, 182.771028, 82.950671, 194.455775, 84.744528, 206.234017, 83.575766, 216.803563, 78.610768, 228.061743, 70.595683, 237.841145, 62.476323, 240.498283, 58.796918, 240.851189
Type04, L, 245, 58.536521, 245.845364, 54.274209, 245.693128, 46.685114, 244.885513, 34.975272, 237.927275, 28.718828, 227.234344, 25.578061, 215.901388, 23.342863, 204.034047, 22.047943, 192.417542, 20.207929, 180.295158, 18.183209, 169.064610, 15.593901, 156.983930, 12.994529, 145.567359, 10.138484, 133.511010, 7.379350, 122.351606, 4.829532, 110.634164, 2.273449, 99.228289, 0.534589, 86.724223, 0.000000, 75.222842, 1.322413, 63.188916, 3.707479, 51.858443, 7.322360, 40.299837, 11.630385, 28.645729, 16.662676, 17.352998, 25.502648, 7.387167, 37.003789, 1.819665, 48.261248, 0.000000, 60.475360, 3.374487, 70.477492, 11.441449, 77.755703, 22.209089, 80.656663, 33.645112, 84.881536, 45.018308, 86.763349, 56.386192, 85.631093, 68.661072, 84.775520, 80.637455, 82.389507, 92.444151, 80.876312, 104.468619, 79.980915, 115.332885, 79.792415, 127.763568, 80.431974, 140.054550, 81.094270, 150.741626, 82.384222, 163.905443, 83.601364, 175.428928, 84.770256, 187.912336, 85.789137, 199.575055, 86.250687, 211.318230, 85.643307, 222.982022, 80.267975, 234.643742, 69.920389, 243.260174, 62.386799, 244.785457, 58.619191, 246.086856
Type04, L, 250, 61.520085, 250.670191, 57.799422, 250.614642, 49.387463, 249.547281, 38.173929, 241.767077, 30.482119, 231.110911, 26.610254, 218.730183, 24.694819, 206.746528, 23.499605, 193.477013, 21.362442, 181.219057, 19.018803, 169.526897, 15.993752, 157.190689, 13.120703, 146.050191, 9.853300, 133.846397, 7.011861, 122.571299, 4.042314, 110.128168, 1.928839, 98.741531, 0.224880, 85.864668, 0.000000, 73.537929, 1.631548, 61.647056, 4.677364, 49.514074, 8.682584, 37.922383, 13.569541, 26.169830, 19.736411, 14.819902, 29.747526, 5.684766, 41.404871, 1.229406, 52.987409, 0.000000, 65.275192, 3.858692, 75.260577, 13.017277, 81.741753, 23.500715, 86.423924, 35.763482, 88.997915, 47.559508, 89.793930, 59.307279, 89.716668, 71.883673, 88.478983, 83.539002, 86.900668, 95.239285, 85.142959, 107.711159, 83.841520, 119.207704, 83.217946, 132.150245, 83.176225, 143.923375, 84.633848, 156.337307, 86.201076, 168.846253, 87.432326, 180.948529, 88.038925, 191.585546, 89.440511, 203.616216, 89.991274, 216.709504, 88.742791, 227.651064, 84.272614, 240.201682, 73.377754, 248.644860, 65.372871, 250.095302, 61.568755, 250.815565
Type04, L, 260, 58.791645, 260.639715, 54.695621, 260.140439, 46.163939, 258.738274, 34.911599, 250.030421, 29.349258, 238.080452, 26.404178, 225.674252, 24.275918, 213.390312, 22.482934, 201.003583, 20.576997, 188.413908, 18.223005, 175.851149, 15.721039, 163.704142, 12.870418, 151.233982, 9.923805, 139.084567, 7.144195, 126.664328, 4.439166, 114.198513, 1.778711, 101.787054, 0.373006, 89.708612, 0.000000, 76.968057, 1.907938, 64.649323, 4.646843, 52.607317, 8.922788, 40.011535, 13.378749, 28.147820, 19.543833, 16.275396, 29.262022, 6.096355, 41.256997, 1.165626, 53.578337, 0.000000, 65.887311, 3.870974, 76.047538, 14.124350, 81.452473, 25.627480, 86.166937, 37.747387, 88.543645, 50.156020, 89.792277, 62.069488, 89.215695, 75.018648, 87.585827, 87.250316, 85.599718, 99.478929, 83.835756, 111.754261, 82.543621, 124.335793, 82.171827, 136.724652, 82.724403, 149.479086, 83.633730, 162.520186, 85.038788, 175.181501, 86.488829, 187.685907, 88.031592, 200.033963, 89.264135, 213.102307, 89.775101, 226.174161, 88.160138, 238.456463, 82.266700, 250.598025, 71.133676, 259.532587, 62.673620, 260.270085, 59.306042, 260.581599
Type04, L, 265, 59.761096, 265.559104, 55.495146, 265.338456, 47.444577, 264.560835, 35.215473, 256.915350, 28.992682, 244.409521, 25.833290, 232.289012, 23.379097, 218.858007, 21.866303, 206.223388, 20.387861, 193.590284, 18.037076, 180.040440, 15.728443, 167.973778, 12.930761, 155.127749, 10.251568, 142.578242, 7.350620, 129.992970, 4.802008, 117.786834, 2.385742, 104.789989, 0.485039, 92.355309, 0.000000, 79.913918, 1.330471, 66.649039, 4.136489, 54.549955, 7.931849, 41.992901, 12.547493, 29.768820, 18.142593, 17.482427, 27.269460, 6.744709, 39.756490, 0.919491, 52.275111, 0.000000, 65.464046, 3.688458, 75.808058, 13.848532, 81.818224, 25.815957, 85.597055, 38.380946, 88.295880, 51.065539, 90.287343, 62.969826, 90.171668, 75.812795, 88.761645, 88.551515, 87.255043, 100.816591, 85.796742, 113.311311, 84.740745, 126.383276, 84.059290, 138.932120, 84.332979, 151.864356, 84.862846, 164.115115, 86.441217, 176.800402, 87.704548, 189.776496, 89.256696, 202.296936, 90.078440, 215.347685, 90.235916, 228.484797, 88.338484, 241.362262, 84.020355, 254.415106, 72.796302, 263.969871, 64.281125, 264.854788, 59.769758, 265.811150
Type04, L, 270, 62.576066, 270.632904, 57.739140, 270.720253, 49.372396, 269.652424, 36.867048, 261.922864, 30.136058, 249.465209, 26.976747, 237.520471, 24.854628, 223.992776, 22.630221, 211.444407, 20.553442, 198.093153, 18.305991, 185.526849, 15.841049, 172.551901, 13.064252, 159.529116, 10.381518, 146.929635, 7.564598, 133.809775, 4.731420, 120.831845, 1.837517, 107.521246, 0.000000, 94.696676, 0.194114, 82.079116, 2.497012, 69.051817, 4.541320, 56.414374, 7.523989, 43.156563, 12.275158, 30.645951, 19.267662, 18.612792, 29.068749, 7.962546, 41.381242, 1.196426, 54.264995, 0.000000, 67.605467, 3.176044, 78.051244, 13.672320, 83.425251, 25.388613, 88.206410, 38.020850, 90.668944, 51.078940, 91.653977, 63.894251, 90.834413, 76.906097, 89.010582, 90.117540, 87.101497, 102.725160, 85.640102, 115.975385, 84.760026, 127.909432, 84.162765, 140.899255, 84.417786, 154.152260, 85.378014, 166.846145, 86.909638, 180.126591, 88.696789, 192.394613, 90.258979, 205.530891, 91.320770, 218.808645, 91.519155, 231.652663, 89.815774, 243.949826, 85.896683, 257.147744, 75.932335, 268.056611, 66.538093, 270.048537, 62.924228, 270.510450
Type04, L, 280, 64.236415, 280.845273, 59.556709, 280.596911, 50.288316, 279.870416, 37.798110, 271.952781, 30.729847, 258.980890, 27.128702, 246.220670, 24.276874, 232.102544, 22.496757, 218.956525, 20.607073, 205.208712, 18.378269, 192.193738, 15.580489, 178.351617, 12.804914, 165.470359, 10.092345, 152.654814, 7.231398, 139.191144, 4.870162, 126.713816, 2.401997, 113.307085, 0.706940, 99.290062, 0.000000, 85.934854, 1.335276, 71.719472, 4.009362, 59.301996, 8.381511, 45.485244, 13.072304, 32.895100, 18.960723, 20.060388, 28.535382, 8.348285, 41.497054, 1.873491, 54.590708, 0.000000, 68.677596, 3.205856, 79.408417, 14.143149, 86.050096, 26.408145, 90.818888, 39.730223, 93.298153, 52.388779, 94.116304, 65.644322, 93.892117, 79.319779, 92.748917, 92.958470, 91.204135, 105.457551, 89.740538, 119.313346, 88.281662, 132.666015, 87.423884, 145.837403, 87.302349, 159.351766, 87.964887, 172.554113, 89.476416, 186.658328, 90.853388, 199.698365, 92.442374, 213.141154, 93.802074, 226.089788, 94.210199, 240.623009, 92.874963, 254.087079, 89.221934, 267.097074, 78.226069, 277.963803, 69.115616, 280.013924, 64.271440, 280.885388
Type05, L, 240, 55.136943, 240.704258, 51.312517, 240.634723, 43.435894, 239.428017, 32.909688, 231.817874, 27.355934, 220.994166, 24.330608, 209.687975, 22.082941, 197.961227, 20.529012, 186.366752, 19.502967, 174.251479, 18.445712, 162.052637, 16.586915, 150.444596, 13.988670, 139.346699, 9.913982, 128.106963, 5.988519, 117.437843, 2.184896, 106.209363, 0.469286, 94.856878, 0.000000, 82.342015, 1.206023, 71.348000, 3.687093, 59.485647, 6.891464, 48.293927, 11.250590, 36.996720, 16.281033, 25.986286, 22.885564, 15.490538, 31.924294, 6.489847, 42.781330, 1.407286, 54.789658, 0.000000, 66.765705, 4.330895, 72.823207, 15.585335, 76.242454, 26.514144, 80.418872, 37.686331, 82.876396, 48.577446, 83.843000, 59.626875, 82.490421, 71.289882, 80.151553, 82.746311, 76.661038, 94.054118, 73.538527, 105.605091, 70.903763, 116.849062, 70.454558, 128.598293, 71.347101, 139.864555, 73.087730, 151.059863, 75.440091, 162.574325, 78.189146, 173.441390, 80.895424, 185.222877, 83.190696, 196.214282, 83.684970, 207.845036, 81.751136, 219.227842, 76.804886, 230.852880, 66.593072, 238.659236, 58.783844, 240.333626, 55.538326, 240.809844
Type05, L, 260, 58.034452, 260.707382, 54.352243, 260.203259, 45.956733, 258.762516, 35.828603, 248.748537, 31.182720, 236.676863, 28.003890, 225.045183, 25.548334, 212.510905, 24.106975, 199.398023, 22.779607, 187.041507, 21.532236, 174.953930, 19.532545, 162.324201, 16.190548, 149.874370, 12.301017, 137.493201, 8.276634, 125.815341, 4.397701, 113.627558, 1.469151, 101.711239, 0.000000, 88.128103, 0.393282, 76.481392, 2.342004, 64.504087, 5.409719, 52.108422, 9.454540, 40.174040, 14.916174, 28.113986, 20.280024, 16.247053, 29.348423, 5.764436, 41.557780, 0.876326, 53.385024, 0.000000, 65.758090, 5.243488, 74.420935, 16.223320, 78.112953, 28.226426, 82.312358, 40.685817, 85.207544, 52.731377, 87.065011, 65.645855, 87.231655, 78.313996, 85.410015, 91.280910, 82.953726, 102.857186, 79.710040, 115.352221, 77.084011, 127.282512, 75.108768, 139.337033, 75.159365, 151.262635, 76.497091, 164.852934, 78.836576, 176.998907, 81.566574, 188.827010, 84.125636, 201.381684, 86.511990, 213.012853, 87.475767, 225.509690, 86.256872, 237.318315, 81.595486, 249.861298, 71.131353, 259.009393, 62.380095, 260.230060, 57.997379, 260.835246
Type05, L, 280, 63.872307, 280.801975, 68.357984, 280.291833, 77.401579, 277.968792, 88.192678, 266.736040, 92.577844, 253.572274, 92.532924, 240.384357, 90.854036, 227.100104, 88.530459, 213.785081, 85.934323, 200.832330, 83.068103, 187.420636, 80.624522, 174.897231, 79.032841, 161.119219, 79.115697, 147.613065, 81.015112, 134.324452, 83.922426, 120.979841, 87.847600, 108.174839, 91.061553, 94.895157, 92.841021, 81.836791, 91.943886, 67.962194, 89.656677, 54.047053, 86.132797, 41.772964, 82.853844, 28.318436, 79.173797, 15.879951, 68.729073, 3.520043, 55.686971, 0.000000, 41.510569, 1.454764, 29.189872, 9.093156, 20.085087, 20.922538, 14.006632, 33.667119, 8.846438, 46.563280, 4.649230, 59.822967, 1.814039, 72.865303, 0.099679, 86.504296, 0.000000, 100.151923, 1.768797, 113.366382, 4.921899, 126.852848, 8.903948, 138.722916, 13.168871, 152.235159, 17.295198, 165.194527, 19.977329, 178.687663, 22.633919, 192.100115, 24.297950, 205.754177, 25.578107, 218.471799, 27.142149, 230.963671, 29.021933, 243.752168, 32.577514, 256.919065, 38.699933, 269.656360, 50.613046, 279.477662, 59.651128, 280.611727, 63.833716, 280.914490
Type05, L, 290, 67.719346, 290.778779, 63.539814, 290.789685, 54.263691, 290.029570, 41.755906, 279.909698, 35.033679, 267.264816, 31.097655, 253.241127, 28.165412, 240.112452, 26.029532, 226.065554, 24.278518, 212.172825, 22.838252, 198.289560, 20.735166, 184.285300, 17.855345, 170.638980, 13.687704, 157.364580, 9.298340, 143.235212, 4.780384, 129.822960, 1.649149, 115.816208, 0.000000, 102.721012, 0.088990, 88.722400, 1.978876, 74.144117, 5.006396, 60.889012, 9.243040, 47.613963, 14.266184, 33.981101, 20.712071, 21.085457, 30.004587, 9.026160, 43.462648, 1.677938, 56.821860, 0.000000, 70.611602, 4.526172, 81.703195, 15.868485, 86.801458, 29.156240, 90.713034, 42.519048, 93.649813, 55.894848, 96.378890, 70.346093, 97.488602, 83.388150, 96.264848, 97.655086, 92.743002, 110.974748, 88.715865, 124.266164, 85.173666, 138.416478, 82.940499, 150.781543, 82.400377, 167.429754, 84.106196, 181.031439, 86.772075, 194.984349, 89.752506, 208.359277, 92.975199, 222.137544, 95.726999, 235.425845, 97.406414, 250.099653, 96.854562, 263.716115, 93.400529, 277.058905, 81.441683, 288.375920, 72.266538, 289.787996, 67.436895, 291.229715
